category,description,item_type,uom,unit_cost,sample_count,source
Supply - External Fibre Cement Ceilings,Perimeter Cover Mould - Pine FJ Primed - 66 X 11 FJ Pine Treated H3 Pre-Primed - DAR - 31 X 11 FJ,Mat,Lm,4.1,1,Carberry 2025 x1.04
Supply - External Fibre Cement Ceilings,Plastic PVC Joint Strip - 'H' 6 x 3000mm,Mat,each,3.95,1,Carberry 2025 x1.04
Supply - Fixout & Fitoff,Architrave - Pine FJ - Splade/Bevel - 66 X 11 FJ Pine White-Primed - Bevel Splay,Mat,Lm,2.82,1,Carberry 2025 x1.04
Supply - Fixout & Fitoff,Cavity Slider Unit - Cavity Slider Unit Evolution - 2040 X 720 X 90,Mat,each,208.1,1,Carberry 2025 x1.04
Supply - Fixout & Fitoff,Clothes Line - Wall Mounted,Mat,each,193.02,1,Carberry 2025 x1.04
Supply - Fixout & Fitoff,Colonial Doors to match existing,Mat,each,588.02,1,Carberry 2025 x1.04
Supply - Fixout & Fitoff,Cupboard - Internal Doors - Corinthian - Readicote MDF  520 x 2040,Mat,each,55.68,1,Carberry 2025 x1.04
Supply - Fixout & Fitoff,Cupboard - Internal Doors - Corinthian - Readicote MDF  620 x 2040,Mat,each,55.68,1,Carberry 2025 x1.04
Supply - Fixout & Fitoff,Cupboard Door - Dummy Handles,Mat,each,28.6,1,Carberry 2025 x1.04
Supply - Fixout & Fitoff,Cupboard Door Stops - Stops / Catches - Metal Double Roller - Zinc,Mat,each,5.3,1,Carberry 2025 x1.04
Supply - Fixout & Fitoff,Door Jambs - Pine FJ - DAR - 112 X 18 FJ Pine White-Primed - DPR,Mat,Lm,6.28,1,Carberry 2025 x1.04
Supply - Fixout & Fitoff,External Door,Mat,each,269.36,1,Carberry 2025 x1.04
Supply - Fixout & Fitoff,External Door Stops - Stops - Stops / Catches - Prestige,Mat,each,34.32,1,Carberry 2025 x1.04
Supply - Fixout & Fitoff,Framed/ Laundry or Garage Entry Door- Timber & Glass,Mat,each,4060.06,1,Carberry 2025 x1.04
Supply - Fixout & Fitoff,Garage Door - Jambs - 140 x 31 x 5400mm Pine FJ H3 Primed,Mat,each,106.29,1,Carberry 2025 x1.04
Supply - Fixout & Fitoff,Highlite or Breezeway,Mat,each,228.8,1,Carberry 2025 x1.04
Supply - Fixout & Fitoff,Hinges - Quality,Mat,each,9.15,1,Carberry 2025 x1.04
Supply - Fixout & Fitoff,Internal Doors - Corinthian - Readicote MDF  720 x 2040,Mat,each,55.68,1,Carberry 2025 x1.04
Supply - Fixout & Fitoff,Internal Doors - Corinthian - Readicote MDF  820 x 2040,Mat,each,55.68,1,Carberry 2025 x1.04
Supply - Fixout & Fitoff,Letter Box,Mat,each,196.25,1,Carberry 2025 x1.04
Supply - Fixout & Fitoff,Locks - Passage Set - Lever - Average,Mat,each,50.34,1,Carberry 2025 x1.04
Supply - Fixout & Fitoff,Locks - Sliding Door Set - Average - Privacy,Mat,each,50.34,1,Carberry 2025 x1.04
Supply - Fixout & Fitoff,Nails - 38 X 16G C-Brad Angled - Paslode Impulse With Gas / 2000,Mat,each,69.36,1,Carberry 2025 x1.04
Supply - Fixout & Fitoff,Pine FJ - DAR - 31 X 18 FJ Pine White-Primed - DAR,Mat,Lm,2.58,1,Carberry 2025 x1.04
Supply - Fixout & Fitoff,Skirting - Pine FJ - Splade/Bevel - 92 X 11 FJ Pine White-Primed - Bevel Splay,Mat,Lm,4.08,1,Carberry 2025 x1.04
Supply - Fixout & Fitoff,Stops / Catches - Average,Mat,each,5.72,1,Carberry 2025 x1.04
Supply - Floor Sheets,Coverage Area - Particle Board - Sheet - install particleboard/ply- up to 25mm thick,Mat,m2,12.46,1,Carberry 2025 x1.04
Supply - Floor Sheets,Coverage Area - Scyon Secura - Sheet - install FC - up to 24mm thick,Mat,m2,22.25,1,Carberry 2025 x1.04
Supply - Floor Sheets,Coverage Area - Scyon Wet Area FC - Sheet - install FC - up to 24mm thick,Mat,m2,22.25,1,Carberry 2025 x1.04
Supply - Floor Sheets,Floor Sheet Sealer  -  4 Litres - Paint - Deck Sealer - Cabot's Bar DK,Mat,4 Litre,46.07,1,Carberry 2025 x1.04
Supply - Floor Sheets,Glues - Maxbond - Trade Adhesive 320g,Mat,320g,5.99,1,Carberry 2025 x1.04
Supply - Floor Sheets,Nails - Senco Framing 75 x 3.06mm Points,Mat,2000/Box,77.79,1,Carberry 2025 x1.04
Supply - Floor Sheets,Paint Roller,Mat,each,11.44,1,Carberry 2025 x1.04
Supply - Floor Sheets,Particle Board - 19 x 900 x 3600mm  Ylw Tng T2,Mat,sheet,47.84,1,Carberry 2025 x1.04
Supply - Floor Sheets,Screws - Chipboard - Timberfix (Csunk-Phil) Zinc - 8g x 50mm,Mat,500/Box,43.26,1,Carberry 2025 x1.04
Supply - Floor Sheets,Scyon Secura - - Scyon Secura - 19 x 600 x 2700 (Interior),Mat,sheet,117.83,1,Carberry 2025 x1.04
Supply - Floor Sheets,Scyon Secura - 19 x 600 x 2700 (Exterior),Mat,sheet,148.51,1,Carberry 2025 x1.04
Supply - Flooring - Timber,Supply - Flooring -  engineered floating flooring - quality - 1 strip,Mat,m2,130.0,1,Carberry 2025 x1.04
Supply - Stairs - External,Additional RHS - Steel Stringers - horizontal,Mat,Pair,362.84,1,Carberry 2025 x1.04
Supply - Stairs - External,Merbau/Kwila - dressed kd - per metre - 90mm x 19mm,Mat,Lm,7.2,1,Carberry 2025 x1.04
Supply - Stairs - External,Stairs (1) - Flight 1 - Steel Stringers - Hot Dip Galv - Standard - 5 Treads,Mat,Pair,305.76,1,Carberry 2025 x1.04
Supply - Stairs - External,Stairs (1) - Flight 2 - Steel Stringers - Hot Dip Galv - Standard - 6 Treads,Mat,Pair,362.84,1,Carberry 2025 x1.04
Supply - Stairs - External,Stairs (2) - Flight 1 - Steel Stringers - Hot Dip Galv - Standard - 2 Treads,Mat,Pair,188.55,1,Carberry 2025 x1.04
Supply - Stairs - External,Treads - Hwd F14 Sawn - Hardwood - sawn F14 - per metre - 250mm x 75mm,Mat,Lm,91.31,2,Carberry 2025 x1.04
Supply - Stairs - External,Treated - Hwd F14 Sawn - Hardwood - sawn F14 - per metre - 150mm x 50mm,Mat,Lm,25.97,1,Carberry 2025 x1.04
Supply - Steel - Posts & Beams,Bolts - Cupheads M12 (Galv.) - 260mm  (with Nut),Mat,each,5.07,1,Carberry 2025 x1.04
Supply - Steel - Posts & Beams,Cross Braces - with Adjustable Turnbuckles Galv.  (up to 6m),Mat,each,332.8,1,Carberry 2025 x1.04
Supply - Steel - Posts & Beams,Delivery - Steel Fabrication,Mat,each,187.2,1,Carberry 2025 x1.04
Supply - Steel - Posts & Beams,Post SHS 75 x 75 x 4 (HD Galv.) with Base/Top - 3000mm,Mat,each,226.92,1,Carberry 2025 x1.04
Supply - Steel - Posts & Beams,Welding - Onsite - half day minimum charge,Lab,hr,183.04,1,Carberry 2025 x1.04
Supply - Timber Floor Frames,Allowance,Mat,m2,91.52,2,Carberry 2025 x1.04
Supply - Timber Floor Frames,DB1 - Smart LVL 13 - 200 X 45 LVL E13 - Treated H3 LOSP,Mat,Lm,54.95,1,Carberry 2025 x1.04
Supply - Timber Floor Frames,DJ1 - Supply - F17 Hardwood -  190mm x 45mm,Mat,Lm,32.8,1,Carberry 2025 x1.04
Supply - Timber Floor Frames,Delivery - Timber & Hardware,Mat,each,137.28,5,Carberry 2025 x1.04
Supply - Timber Floor Frames,FB1 - Smart LVL 13 - 200 X 63 LVL E13 - Treated H2S,Mat,Lm,63.01,1,Carberry 2025 x1.04
Supply - Timber Floor Frames,FJ1,Mat,m2,28.6,1,Carberry 2025 x1.04
Supply - Timber Floor Frames,FJ1 - Supply - Smart Frame - I-Joist - 240 x 40 T2,Mat,Lm,32.51,1,Carberry 2025 x1.04
Supply - Timber Floor Frames,Hardware Allowance,Mat,m2,10.3,1,Carberry 2025 x1.04
Supply - Timber Frames,Framing - Pine MGP12 - 90 x 35 T2,Mat,Lm,6.77,1,Carberry 2025 x1.04
Supply - Timber Frames,Hardware & Deliveries,Mat,%,0.03,2,Carberry 2025 x1.04
Supply - Timber Frames,Install - Wall Frame (Stick) > 1200mm High,Mat,Lm,32.03,1,Carberry 2025 x1.04
Supply - Timber Frames,L1 - Smart LVL 13 - 90 X 45 LVL E13 - Treated H2S,Mat,Lm,19.82,1,Carberry 2025 x1.04
Supply - Timber Frames,L2 - Smart LVL 13 - 170 X 45 LVL E13 - Treated H2S,Mat,Lm,37.51,1,Carberry 2025 x1.04
Supply - Timber Frames,L3 - Smart LVL 13 - 200 X 45 LVL E13 - Treated H2S,Mat,Lm,44.13,1,Carberry 2025 x1.04
Supply - Timber Frames,L4 - Smart LVL 13 - 200 X 63 LVL E13 - Treated H2S,Mat,Lm,63.01,1,Carberry 2025 x1.04
Supply - Timber Frames,Pine MGP10 - 70 x 35 T2,Mat,Lm,4.06,1,Carberry 2025 x1.04
Supply - Timber Frames,Plywood - Structural - CD 12 x 1200 x 2400mm,Mat,sheet,44.72,1,Carberry 2025 x1.04
Supply - Timber Frames,Sarking Clips - Sisalation - Foil Fasteners 23 x 23mm,Mat,500/Box,20.8,1,Carberry 2025 x1.04
Supply - Timber Frames,Sarking to Walls,Mat,m2,3.43,1,Carberry 2025 x1.04
Supply - Timber Frames,Sisalation - 1350mm x 60mtr Breather = 80m2,Mat,Roll,215.49,1,Carberry 2025 x1.04
Supply - Timber Posts,Bolts - Cupheads M12 (Galv.) - 220mm  (with Nut),Mat,each,4.16,1,Carberry 2025 x1.04
Supply - Timber Posts,Post Supports - T Blade 10 x 200 x 200mm (M12 Holes) HD Galv.,Mat,each,137.38,1,Carberry 2025 x1.04
Supply - Timber Posts,Timber Posts - Merbau/Kwila - dressed kd - per metre - 190mm x 190mm,Mat,Lm,347.27,1,Carberry 2025 x1.04
Supply - Timber Roof Frames & Trusses,Deck Beam - F27KD - 190mm x 45mm,Mat,Lm,59.85,1,Carberry 2025 x1.04
Supply - Timber Roof Frames & Trusses,Pine MGP12 - 70 x 35 T2,Mat,Lm,2.81,1,Carberry 2025 x1.04
Supply - Timber Roof Frames & Trusses,Tie down/ straps/ transfer blocks etc,Mat,m2,9.15,1,Carberry 2025 x1.04
Supply - Timber Roof Frames & Trusses,Trusses - MGP10 blue - up to - 25 degree pitch,Mat,m2,127.94,1,Carberry 2025 x1.04
Supply - Timber Roof Frames & Trusses,Unscheduled Roof Members to alter existing pitches,Mat,Lm,40.98,1,Carberry 2025 x1.04
Supply - Window & Door - Top Flashings,Flashing -  75 x 38 Z flashing (Galv.)  16mm Roll,Mat,Lm,15.07,1,Carberry 2025 x1.04
Supply - Window & Door - Top Flashings,Sealant - Sika-Flex Pro Multipurpose (Grey) - Sausage,Mat,600ml,21.74,1,Carberry 2025 x1.04
Supply - Windows & Doors - Aluminium,Aluminium Double Hung Window - Double Hung Windows (Magnum or similar),Mat,m2,864.86,1,Carberry 2025 x1.04
Supply - Windows & Doors - Aluminium,Aluminium Sliding Window - Sliding Windows (Magnum or similar),Mat,m2,503.41,1,Carberry 2025 x1.04
Supply - Windows & Doors - Aluminium,Aluminium Stacker Door - Sliding Stacker Doors (Magnum or similar),Mat,m2,729.87,1,Carberry 2025 x1.04
Temporary Services,Site toilet fortnightly pump out and clean,Eq,Ea,226.79,3,Benecia 2022-23 x1.17; Constitution 2024-25 x1.10; Hilda 2021-22 x1.29
Temporary Services,Site toilet hire drop and pick up,Eq,Week,170.28,3,Benecia 2022-23 x1.17; Constitution 2024-25 x1.10; Hilda 2021-22 x1.29
Termite Protection,Supply & Install,Lab,Lm,40.04,1,Carberry 2025 x1.04
Termite Protection,Supply & Install - Slab Penetrations up to 12,Lab,each,189.7,1,Carberry 2025 x1.04
Termite Protection,Supply & Install - Steel Post Penetrations up to 10,Lab,each,373.4,1,Carberry 2025 x1.04
Termite Protection,Termite barrier protection system,Sub,m2,324.48,2,Benecia 2022-23 x1.17; Hilda 2021-22 x1.29
Termite Protection,Termite barrier protection system installed to new cold joints and penetrations. Termimesh System as specified,Sub,Allowance,594.47,1,Constitution 2024-25 x1.10
Tiling,"Aluminium angles, surface grinding, wall skimming allowance",MatLab,Ea,2379.41,1,Hilda 2021-22 x1.29
Tiling,BBQ - Tiles Supply - Walls ($65),Mat,m2,67.6,1,Carberry 2025 x1.04
Tiling,Bathroom 1  - Tiles Supply - Floors ($65),Mat,m2,67.6,1,Carberry 2025 x1.04
Tiling,Bathroom 1 - Tiles Supply - Walls ($65),Mat,m2,67.6,1,Carberry 2025 x1.04
Tiling,Delivery of tiles to site,Sub,each,129.06,2,Benecia 2022-23 x1.17; Hilda 2021-22 x1.29
Tiling,Ensuite 1 - Tiles Supply - Floors ($65),Mat,m2,67.6,1,Carberry 2025 x1.04
Tiling,Ensuite 1 - Tiles Supply - Walls ($65),Mat,m2,67.6,1,Carberry 2025 x1.04
Tiling,Exterior 1 - Tiles Supply - Floors ($65),Mat,m2,67.6,1,Carberry 2025 x1.04
Tiling,Exterior 2 - Tiles Supply - Floors ($65),Mat,m2,67.6,1,Carberry 2025 x1.04
Tiling,Floor tile lay rate increase due to 600 x 1200mm tile,Sub,m2,38.5,1,Constitution 2024-25 x1.10
Tiling,Floor wastes,Mat,Ea,518.16,2,Benecia 2022-23 x1.17; Hilda 2021-22 x1.29
Tiling,Kitchen - Tiles Supply - Walls ($65),Mat,m2,67.6,1,Carberry 2025 x1.04
Tiling,"LOWER LEVEL. Labour to lay tiles,  floor,",Lab,m2,1523.49,1,Hilda 2021-22 x1.29
Tiling,"LOWER LEVEL. Labour to lay tiles, walls",Lab,m2,3823.56,1,Hilda 2021-22 x1.29
Tiling,LOWER LEVEL. PC Allowance for Floor Tiles.,Mat,m2,125.5,1,Hilda 2021-22 x1.29
Tiling,"LOWER LEVEL. PC Allowance for wall tiles. BATHROOM. 2000mm High in the shower, 1200mm high for the remaining walls",Mat,m2,35.14,1,Hilda 2021-22 x1.29
Tiling,LOWER LEVEL. PC Allowance for wall tiles. LAUNDRY / BAR SPLASHBACK Approximately 600mm high,Mat,m2,63.73,1,Hilda 2021-22 x1.29
Tiling,LOWER. Tile bed. Cement screed to floor wastes,Mat,m2,939.12,1,Hilda 2021-22 x1.29
Tiling,"Labour to lay Tiles, Ground floor, Bathroom",Lab,Ea,8123.31,1,Benecia 2022-23 x1.17
Tiling,"Labour to lay Tiles, Ground floor, Laundry",Lab,Ea,1587.69,1,Benecia 2022-23 x1.17
Tiling,"Labour to lay Tiles, Ground floor, Rumpus, Bed 4 MPR",Lab,m2,128.7,1,Benecia 2022-23 x1.17
Tiling,Labour to tile front porch and stairs,Lab,Ea,5171.4,1,Benecia 2022-23 x1.17
Tiling,Labour to tile rear deck,Lab,Ea,4348.89,1,Benecia 2022-23 x1.17
Tiling,Laundry - Tiles Supply - Walls ($65),Mat,m2,67.6,1,Carberry 2025 x1.04
Tiling,Lay Rate - Floor Bedding (minimum charge per floor/ supply & install),Lab,each,343.2,1,Carberry 2025 x1.04
Tiling,Lay Rate - Floor Bedding (supply & install per m2) + (minimum charge),Lab,m2,40.04,1,Carberry 2025 x1.04
Tiling,Lay Rate - Floors - Quality - Bathroom 1,Lab,m2,127.0,1,Carberry 2025 x1.04
Tiling,Lay Rate - Floors - Quality - Ensuite 1,Lab,m2,127.0,1,Carberry 2025 x1.04
Tiling,Lay Rate - Floors - Quality - Exterior 1,Lab,m2,127.0,1,Carberry 2025 x1.04
Tiling,Lay Rate - Floors - Quality - Exterior 2,Lab,m2,127.0,1,Carberry 2025 x1.04
Tiling,Lay Rate - Walls - Quality - BBQ,Lab,m2,139.83,1,Carberry 2025 x1.04
Tiling,Lay Rate - Walls - Quality - Bathroom 1,Lab,m2,139.83,1,Carberry 2025 x1.04
Tiling,Lay Rate - Walls - Quality - Ensuite 1,Lab,m2,139.83,1,Carberry 2025 x1.04
Tiling,Lay Rate - Walls - Quality - Kitchen,Lab,m2,139.83,1,Carberry 2025 x1.04
Tiling,Lay Rate - Walls - Quality - Laundry,Lab,m2,139.83,1,Carberry 2025 x1.04
Tiling,"Mitred external corners, surface grinding, wall skimming allowance",MatLab,Ea,630.63,1,Benecia 2022-23 x1.17
Tiling,Niches and ledges tiler labour,Mat,Allowance,880.0,1,Constitution 2024-25 x1.10
Tiling,PC Allowance for Floor Tiles. French lay Classic Linen Travertine external tile.,Mat,m2,2249.55,1,Benecia 2022-23 x1.17
Tiling,PC Allowance for Floor Tiles. Travertino Ivory Matt Tile 450x900 Product no.: COR451901 Brick Bond - to main bathroom,Mat,m2,4665.26,1,Benecia 2022-23 x1.17
Tiling,PC Allowance for Tiles. Actual including delivery,Mat,Allowance,21840.45,1,Benecia 2022-23 x1.17
Tiling,PC Allowance for Tiles. Estimated including delivery,Mat,Allowance,24289.48,1,Benecia 2022-23 x1.17
Tiling,PC Allowance for Wall Tiles bathroom. FEATURE WALL FLOOR TO CEILING. Antique White - 45 x 230 laid Herringbone,Mat,m2,149.36,1,Benecia 2022-23 x1.17
Tiling,PC Allowance for Wall Tiles bathroom. FLOOR TO CEILING. Travertino Ivory Matt Tile 450x900,Mat,m2,143.22,1,Benecia 2022-23 x1.17
Tiling,"PC Allowance for Wall Tiles laundry splash back. White Darth Soho Bianco Matte, Laid subway",Mat,m2,147.31,1,Benecia 2022-23 x1.17
Tiling,"PC Allowance for floor tiles, including waste allowance",Mat,m2,110.0,10,Constitution 2024-25 x1.10
Tiling,"PC Allowance for floor tiles. Entrance and Courtyard, including waste allowance",Mat,m2,935.0,2,Constitution 2024-25 x1.10
Tiling,"PC Allowance for splashback tiles, including waste allowance",Mat,m2,468.6,2,Constitution 2024-25 x1.10
Tiling,"PC Allowance for wall tiles, including waste allowance",Mat,m2,55.0,8,Constitution 2024-25 x1.10
Tiling,PC Allowance. Delivery of tiles,Mat,Allowance,330.0,2,Constitution 2024-25 x1.10
Tiling,PC Allowance. Floor wastes,Mat,Allowance,82.5,5,Constitution 2024-25 x1.10
Tiling,SPLASHBACK REPAIR,Mat,ea,387.0,1,Hilda 2021-22 x1.29
Tiling,SPLASHBACK VARIATION,Mat,ea,2225.25,1,Hilda 2021-22 x1.29
Tiling,Sealing of stone tiles to Entry and Courtyard,Sub,m2,33.0,1,Constitution 2024-25 x1.10
Tiling,Silicon Corking Per Room  (supply & apply),Lab,each,114.4,1,Carberry 2025 x1.04
Tiling,Silicone work,Sub,lm,125.82,3,Benecia 2022-23 x1.17; Constitution 2024-25 x1.10; Hilda 2021-22 x1.29
Tiling,Tile full wall in laundry above the bench instead of only splashback Tile included in PC items,Lab,Allowance,234.0,1,Benecia 2022-23 x1.17
Tiling,Tile slab edge of tiled path,Sub,each,811.98,1,Benecia 2022-23 x1.17
Tiling,Tiles Supply - Delivery,Mat,each,114.4,1,Carberry 2025 x1.04
Tiling,Tiling labour. Ground floor Courtyard.,Lab,m2,308.0,1,Constitution 2024-25 x1.10
Tiling,Tiling labour. Ground floor Entry.,Lab,m2,308.0,1,Constitution 2024-25 x1.10
Tiling,Tiling labour. Ground floor bathroom. Floor tiling,Sub,m2,11313.5,1,Constitution 2024-25 x1.10
Tiling,"Tiling labour. Ground floor bathroom. Mitered external corners, surface grinding, wall skimming allowance, loading, unloading",Sub,Allowance,968.0,1,Constitution 2024-25 x1.10
Tiling,Tiling labour. Ground floor bathroom. Silicone work,Sub,lm,13.2,1,Constitution 2024-25 x1.10
Tiling,Tiling labour. Ground floor bathroom. Wall tiling,Sub,m2,5500.0,1,Constitution 2024-25 x1.10
Tiling,Tiling labour. Ground floor bathroom. bedding,Sub,m2,677.6,1,Constitution 2024-25 x1.10
Tiling,Tiling labour. Upper bathroom. Floor tiling,Lab,m2,143.0,1,Constitution 2024-25 x1.10
Tiling,"Tiling labour. Upper bathroom. Mitered external corners, surface grinding, wall skimming allowance, loading, unloading",Lab,Allowance,748.0,1,Constitution 2024-25 x1.10
Tiling,Tiling labour. Upper bathroom. Silicone work,Lab,lm,13.2,1,Constitution 2024-25 x1.10
Tiling,Tiling labour. Upper bathroom. Wall tiling,Lab,m2,4620.0,1,Constitution 2024-25 x1.10
Tiling,Tiling labour. Upper floor Ensuite 1. Floor tiling,Lab,m2,143.0,1,Constitution 2024-25 x1.10
Tiling,"Tiling labour. Upper floor Ensuite 1. Mitered external corners, surface grinding, wall skimming allowance, loading, unloading",Lab,Allowance,748.0,1,Constitution 2024-25 x1.10
Tiling,Tiling labour. Upper floor Ensuite 1. Silicone work,Lab,lm,13.2,1,Constitution 2024-25 x1.10
Tiling,Tiling labour. Upper floor Ensuite 1. Wall tiling,Lab,m2,143.0,1,Constitution 2024-25 x1.10
Tiling,Tiling labour. Upper floor Ensuite 1. bedding,Lab,m2,686.4,1,Constitution 2024-25 x1.10
Tiling,Tiling labour. Upper floor Ensuite 2. Floor tiling,Lab,m2,143.0,1,Constitution 2024-25 x1.10
Tiling,"Tiling labour. Upper floor Ensuite 2. Mitered external corners, surface grinding, wall skimming allowance, loading, unloading",Lab,Allowance,748.0,1,Constitution 2024-25 x1.10
Tiling,Tiling labour. Upper floor Ensuite 2. Silicone work,Lab,lm,13.2,1,Constitution 2024-25 x1.10
Tiling,Tiling labour. Upper floor Ensuite 2. Wall tiling,Lab,m2,143.0,1,Constitution 2024-25 x1.10
Tiling,Tiling labour. Upper floor Ensuite 2. bedding,Lab,m2,342.1,1,Constitution 2024-25 x1.10
Tiling,Tiling labour. Upper floor Powder Room. Floor tiling,Sub,m2,143.0,1,Constitution 2024-25 x1.10
Tiling,Tiling labour. Upper floor Powder Room. Silicone work,Sub,lm,13.2,1,Constitution 2024-25 x1.10
Tiling,Tiling labour. Upper floor Powder Room. Splashback,Sub,m2,1171.5,1,Constitution 2024-25 x1.10
Tiling,Tiling labour. Upper floor Powder Room. bedding,Sub,m2,316.8,1,Constitution 2024-25 x1.10
Tiling,Tiling labour. Upper floor bathroom. bedding,Lab,m2,1135.2,1,Constitution 2024-25 x1.10
Tiling,Tiling labour. Upper floor kitchen. Silicone work,Sub,lm,13.2,1,Constitution 2024-25 x1.10
Tiling,Tiling labour. Upper floor kitchen. Splashback,Sub,Allowance,1320.0,1,Constitution 2024-25 x1.10
Tiling,"UPPER LEVEL. Labour to lay tiles, floor,",Mat,m2,1714.41,1,Hilda 2021-22 x1.29
Tiling,"UPPER LEVEL. Labour to lay tiles, walls",Mat,m2,6113.31,1,Hilda 2021-22 x1.29
Tiling,UPPER LEVEL. PC Allowance for Floor Tiles.,Mat,m2,152.53,1,Hilda 2021-22 x1.29
Tiling,"UPPER LEVEL. PC Allowance for wall tiles. BATHROOM / ENSUITE. 2000mm High in the shower, 1200mm high for the remaining walls",Mat,m2,35.13,1,Hilda 2021-22 x1.29
Tiling,UPPER. Tile bed. Cement screed to floor wastes,Mat,m2,1444.8,1,Hilda 2021-22 x1.29
Tiling,Upgrade grout to Mapei Ultracolor Plus in all tiled areas.,Sub,Allowance,990.0,1,Constitution 2024-25 x1.10
UPPER BATHROOM RENOVATION,Bedding floor,Mat,Allowance,519.48,1,Benecia 2022-23 x1.17
UPPER BATHROOM RENOVATION,Carpentry fit off,Mat,Allowance,76.05,1,Benecia 2022-23 x1.17
UPPER BATHROOM RENOVATION,Carpentry materials,Mat,Allowance,1556.1,1,Benecia 2022-23 x1.17
UPPER BATHROOM RENOVATION,"Carpentry, labour and materials including drop down floor",Mat,Allowance,76.05,1,Benecia 2022-23 x1.17
UPPER BATHROOM RENOVATION,Clear Shield glass protection.,Mat,Ea,204.22,1,Benecia 2022-23 x1.17
UPPER BATHROOM RENOVATION,Demolition of existing,Mat,Allowance,76.05,1,Benecia 2022-23 x1.17
UPPER BATHROOM RENOVATION,External corners,Mat,Allowance,147.42,1,Benecia 2022-23 x1.17
UPPER BATHROOM RENOVATION,Floor tiling,Mat,Allowance,594.36,1,Benecia 2022-23 x1.17
UPPER BATHROOM RENOVATION,Floor waste and strip waste,Mat,Allowance,625.95,1,Benecia 2022-23 x1.17
UPPER BATHROOM RENOVATION,Frameless shower panel using 10mm clear toughened glass and polished chrome fittings. 1 @ 2100 x 1200 approx.,Mat,Ea,1467.82,1,Benecia 2022-23 x1.17
UPPER BATHROOM RENOVATION,Insulation,Mat,Allowance,157.95,1,Benecia 2022-23 x1.17
UPPER BATHROOM RENOVATION,"Plumbing. stack work, water, fit off",MatLab,Allowance,1823.44,1,Benecia 2022-23 x1.17
UPPER BATHROOM RENOVATION,Preliminaries and co ordination,Mat,Allowance,608.4,1,Benecia 2022-23 x1.17
UPPER BATHROOM RENOVATION,Silicone work,Mat,Allowance,252.72,1,Benecia 2022-23 x1.17
UPPER BATHROOM RENOVATION,Skip bin,Mat,Allowance,823.45,1,Benecia 2022-23 x1.17
UPPER BATHROOM RENOVATION,Tiles and delivery. Enzo Sand Lappato Tile 300x600,Mat,Allowance,1443.57,1,Benecia 2022-23 x1.17
UPPER BATHROOM RENOVATION,Wall tiling,Mat,Allowance,2574.0,1,Benecia 2022-23 x1.17
UPPER BATHROOM RENOVATION,Waterproofing,Lab,Allowance,814.32,1,Benecia 2022-23 x1.17
Water Proofing,Supply & Apply - Waterproofing - complete wet area bathroom - large (8m2),Lab,each,1830.4,1,Carberry 2025 x1.04
Water Proofing,Supply & Apply - Waterproofing - external fibreglass / polyurethane - balcony / verandah,Lab,m2,89.82,1,Carberry 2025 x1.04
Waterproofing,"LOWER LEVEL, Supply and install waterproof membrane to Bathrooms",Sub,m2,1950.48,1,Hilda 2021-22 x1.29
Waterproofing,Labour to Install Wedi,Lab,ea,71.01,1,Constitution 2024-25 x1.10
Waterproofing,Supply and Install Waterproofing to Bathroom,MatLab,ea,491.3,1,Constitution 2024-25 x1.10
Waterproofing,"Supply and install waterproof membrane to Lower bathroom, Upper bathroom, Upper powder room, Ensuite 1, Ensuite 2, testing to all new work",Sub,Allowance,577.08,1,Constitution 2024-25 x1.10
Waterproofing,Supply and install waterproof membrane to Shower / bath / laundry,Sub,m2,93.6,1,Benecia 2022-23 x1.17
Waterproofing,Supply and install waterproof membrane to upper deck,Sub,ea,79.51,1,Benecia 2022-23 x1.17
Waterproofing,Supply and install waterproofing membrane to block retaining wall,Sub,m2,1471.17,1,Constitution 2024-25 x1.10
Waterproofing,Supply and install waterproofing membrane to block retaining walls,Sub,m2,58.57,1,Benecia 2022-23 x1.17
Waterproofing,"UPPER LEVEL, Supply and install waterproof membrane to Bathrooms",Sub,m2,3137.28,1,Hilda 2021-22 x1.29
Waterproofing,WATERPROOF RETAINING WALL,Mat,ea,87.6,1,Hilda 2021-22 x1.29
Windows,Supply and fit fly screens,Sub,Allowance,15271.69,1,Benecia 2022-23 x1.17
Windows,Supply and install commercial grade aluminium windows and doors.,Mat,Allowance,76.05,1,Benecia 2022-23 x1.17
Windows,Supply and install retractable fly screens for the existing windows,Mat,Allowance,5110.42,1,Benecia 2022-23 x1.17
Windows,"Supply, standard colour, aluminium windows and doors. Excluding the entry door and side lights.",Mat,Allowance,27469.99,2,Benecia 2022-23 x1.17
Windows and Doors,Build and deliver internal doors from Finlayson's.,Sub,Allowance,4904.95,2,Constitution 2024-25 x1.10
Windows and Doors,Fly Screen Installation,Lab,ea,82.5,1,Constitution 2024-25 x1.10
Windows and Doors,Line item to allow for software accuracy,Mat,Allowance,1.1,4,Constitution 2024-25 x1.10
Windows and Doors,"SUPPLIER TO BE SELECTED BY CLIENTS. Allowance for external timber window and door hardware, Centor screens to D6&7, pre priming with oil primer by supplier. Based on estimate from ALLKIND.",Sub,Allowance,22393.2,2,Constitution 2024-25 x1.10
Windows and Doors,SUPPLIER TO BE SELECTED BY CLIENTS. Build and deliver external timber windows and doors. Allowance based on estimate from ALLKIND.,Sub,Allowance,20898.4,2,Constitution 2024-25 x1.10
